,Engine Size,Cylinders,CO2 Rating,Transmission_X,Vehicle Class_X,D,E,X,Z
491,5.0,8,3.0,3.0,0.0,0,0,0,1
492,5.0,8,4.0,3.0,0.0,0,0,0,1
493,5.0,8,3.0,3.0,0.0,0,0,0,1
494,5.0,8,3.0,3.0,0.0,0,0,0,1
495,5.0,8,3.0,3.0,0.0,0,0,0,1
496,2.0,4,5.0,4.0,6.0,0,0,1,0
497,2.4,4,5.0,4.0,6.0,0,0,1,0
498,3.2,6,5.0,4.0,6.0,0,0,1,0
499,2.0,4,5.0,4.0,6.0,0,0,1,0
500,2.4,4,5.0,4.0,6.0,0,0,1,0
501,3.2,6,5.0,4.0,6.0,0,0,1,0
502,3.2,6,4.0,4.0,6.0,0,0,1,0
503,2.4,4,5.0,4.0,6.0,0,0,1,0
504,2.4,4,5.0,4.0,6.0,0,0,1,0
505,3.0,6,4.0,4.0,13.0,1,0,0,0
506,3.0,6,4.0,4.0,13.0,1,0,0,0
507,3.6,6,4.0,4.0,13.0,0,0,1,0
508,3.6,6,4.0,2.0,13.0,0,0,1,0
509,3.6,6,5.0,4.0,7.0,0,0,1,0
510,5.7,8,3.0,4.0,7.0,0,0,1,0
511,3.6,6,4.0,4.0,7.0,0,0,1,0
512,5.7,8,3.0,4.0,7.0,0,0,1,0
513,3.6,6,4.0,4.0,7.0,0,0,1,0
514,6.4,8,2.0,4.0,7.0,0,0,0,1
515,1.3,4,6.0,4.0,6.0,0,0,1,0
516,1.3,4,5.0,4.0,6.0,0,0,1,0
517,1.3,4,5.0,4.0,6.0,0,0,1,0
518,5.7,8,3.0,4.0,7.0,0,0,1,0
519,2.0,4,5.0,4.0,6.0,0,0,1,0
520,3.6,6,4.0,4.0,6.0,0,0,1,0
521,3.6,6,4.0,4.0,6.0,0,0,1,0
522,3.6,6,4.0,2.0,6.0,0,0,1,0
523,2.0,4,5.0,4.0,6.0,0,0,1,0
524,3.0,6,5.0,4.0,6.0,1,0,0,0
525,3.0,6,4.0,4.0,6.0,1,0,0,0
526,3.6,6,4.0,4.0,6.0,0,0,1,0
527,3.6,6,4.0,4.0,6.0,0,0,1,0
528,3.6,6,4.0,2.0,6.0,0,0,1,0
529,6.4,8,2.0,4.0,6.0,0,0,0,1
530,3.5,6,5.0,3.0,8.0,0,0,1,0
531,1.6,4,6.0,1.0,4.0,0,0,1,0
532,2.0,4,7.0,0.0,4.0,0,0,1,0
533,2.0,4,7.0,2.0,4.0,0,0,1,0
534,1.6,4,6.0,1.0,5.0,0,0,1,0
535,2.0,4,7.0,0.0,5.0,0,0,1,0
536,2.5,4,6.0,1.0,5.0,0,0,1,0
537,1.6,4,6.0,3.0,5.0,0,0,1,0
538,1.6,4,9.0,1.0,9.0,0,0,1,0
539,1.6,4,9.0,1.0,9.0,0,0,1,0
540,1.6,4,9.0,1.0,9.0,0,0,1,0
541,1.6,4,7.0,0.0,2.0,0,0,1,0
542,1.6,4,7.0,2.0,2.0,0,0,1,0
543,2.0,4,6.0,0.0,6.0,0,0,1,0
544,1.6,4,6.0,1.0,6.0,0,0,1,0
545,2.0,4,6.0,0.0,6.0,0,0,1,0
546,2.5,4,5.0,1.0,6.0,0,0,1,0
547,2.5,4,5.0,3.0,6.0,0,0,1,0
548,1.6,4,7.0,1.0,6.0,0,0,1,0
549,2.0,4,6.0,0.0,9.0,0,0,1,0
550,2.4,4,5.0,3.0,6.0,0,0,1,0
551,2.0,4,4.0,3.0,6.0,0,0,1,0
552,2.4,4,5.0,3.0,6.0,0,0,1,0
553,3.3,6,4.0,3.0,4.0,0,0,0,1
554,3.8,6,4.0,3.0,6.0,0,0,1,0
555,6.5,12,1.0,1.0,0.0,0,0,0,1
556,6.5,12,1.0,1.0,0.0,0,0,0,1
557,6.5,12,1.0,1.0,0.0,0,0,0,1
558,5.2,10,2.0,1.0,0.0,0,0,0,1
559,5.2,10,2.0,1.0,0.0,0,0,0,1
560,5.2,10,2.0,1.0,0.0,0,0,0,1
561,5.2,10,2.0,1.0,0.0,0,0,0,1
562,4.0,8,2.0,3.0,7.0,0,0,0,1
563,2.0,4,4.0,3.0,7.0,0,0,0,1
564,3.0,6,4.0,3.0,7.0,0,0,0,1
565,5.0,8,3.0,3.0,7.0,0,0,0,1
566,2.0,4,3.0,3.0,7.0,0,0,0,1
567,3.0,6,4.0,3.0,7.0,0,0,0,1
568,5.0,8,3.0,3.0,7.0,0,0,0,1
569,2.0,4,4.0,3.0,7.0,0,0,0,1
570,3.0,6,4.0,3.0,7.0,0,0,0,1
571,3.0,6,4.0,3.0,7.0,0,0,0,1
572,3.0,6,4.0,3.0,7.0,0,0,0,1
573,5.0,8,3.0,3.0,7.0,0,0,0,1
574,5.0,8,3.0,3.0,7.0,0,0,0,1
575,5.0,8,3.0,3.0,7.0,0,0,0,1
576,5.0,8,2.0,3.0,7.0,0,0,0,1
577,3.0,6,4.0,3.0,7.0,0,0,0,1
578,3.0,6,4.0,3.0,7.0,0,0,0,1
579,5.0,8,4.0,3.0,7.0,0,0,0,1
580,5.0,8,3.0,3.0,7.0,0,0,0,1
581,2.5,4,6.0,3.0,4.0,0,0,1,0
582,2.5,4,9.0,0.0,4.0,0,0,1,0
583,3.5,6,5.0,3.0,4.0,0,0,1,0
584,3.5,6,5.0,3.0,4.0,0,0,1,0
585,4.6,8,3.0,3.0,7.0,0,0,0,1
586,2.0,4,5.0,3.0,2.0,0,0,0,1
587,3.5,6,5.0,3.0,2.0,0,0,0,1
588,3.5,6,5.0,3.0,2.0,0,0,0,1
589,5.0,8,4.0,3.0,2.0,0,0,0,1
590,5.0,8,4.0,3.0,3.0,0,0,0,1
591,5.0,8,3.0,3.0,1.0,0,0,0,1
592,3.5,6,6.0,0.0,3.0,0,0,0,1
593,3.4,6,4.0,3.0,4.0,0,0,0,1
594,3.5,6,5.0,0.0,4.0,0,0,0,1
595,3.4,6,4.0,3.0,7.0,0,0,0,1
596,2.5,4,6.0,3.0,6.0,0,0,1,0
597,2.4,4,5.0,3.0,6.0,0,0,0,1
598,2.4,4,5.0,3.0,6.0,0,0,0,1
599,2.5,4,8.0,0.0,6.0,0,0,0,1
600,3.5,6,5.0,3.0,3.0,0,0,0,1
601,3.5,6,5.0,3.0,3.0,0,0,0,1
602,5.0,8,4.0,3.0,3.0,0,0,0,1
603,3.5,6,5.0,3.0,6.0,0,0,1,0
604,3.5,6,4.0,3.0,6.0,0,0,1,0
605,3.5,6,6.0,0.0,7.0,0,0,0,1
606,3.5,6,6.0,0.0,7.0,0,0,0,1
607,2.0,4,7.0,3.0,4.0,0,0,1,0
608,2.0,4,8.0,0.0,2.0,0,0,1,0
609,3.0,6,4.0,3.0,7.0,0,0,1,0
610,2.0,4,5.0,3.0,6.0,0,0,1,0
611,2.3,4,5.0,3.0,6.0,0,0,1,0
612,2.0,4,5.0,4.0,6.0,0,0,1,0
613,2.0,4,5.0,3.0,6.0,0,0,1,0
614,2.7,6,4.0,3.0,6.0,0,0,1,0
615,3.5,6,3.0,3.0,7.0,0,0,1,0
616,3.0,6,4.0,4.0,4.0,0,0,0,1
617,3.0,6,5.0,4.0,4.0,0,0,0,1
618,3.0,6,4.0,4.0,4.0,0,0,0,1
619,3.8,8,3.0,4.0,4.0,0,0,0,1
620,3.0,6,3.0,4.0,7.0,0,0,0,1
621,3.0,6,3.0,4.0,7.0,0,0,0,1
622,3.8,8,3.0,4.0,7.0,0,0,0,1
623,3.8,8,3.0,4.0,7.0,0,0,0,1
624,3.0,6,4.0,3.0,0.0,0,0,0,1
625,3.0,6,4.0,4.0,5.0,0,0,0,1
626,3.0,6,4.0,4.0,5.0,0,0,0,1
627,3.0,6,4.0,4.0,5.0,0,0,0,1
628,3.8,8,3.0,4.0,5.0,0,0,0,1
629,2.0,4,7.0,3.0,2.0,0,0,1,0
630,2.0,4,6.0,2.0,2.0,0,0,1,0
631,2.0,4,6.0,3.0,2.0,0,0,1,0
632,2.0,4,6.0,3.0,6.0,0,0,1,0
633,2.5,4,6.0,3.0,6.0,0,0,1,0
634,2.5,4,5.0,3.0,6.0,0,0,1,0
635,2.5,4,5.0,3.0,6.0,0,0,1,0
636,2.5,4,5.0,3.0,6.0,0,0,1,0
637,2.5,4,5.0,3.0,6.0,0,0,1,0
638,2.5,4,5.0,3.0,6.0,0,0,1,0
639,2.0,4,7.0,3.0,2.0,0,0,1,0
640,2.0,4,7.0,2.0,2.0,0,0,1,0
641,2.5,4,6.0,3.0,2.0,0,0,1,0
642,2.5,4,6.0,3.0,2.0,0,0,1,0
643,2.5,4,6.0,3.0,2.0,0,0,1,0
644,2.0,4,7.0,3.0,4.0,0,0,1,0
645,2.0,4,6.0,2.0,4.0,0,0,1,0
646,2.5,4,6.0,3.0,4.0,0,0,1,0
647,2.5,4,6.0,2.0,4.0,0,0,1,0
648,2.5,4,6.0,3.0,4.0,0,0,1,0
649,2.5,4,5.0,3.0,4.0,0,0,1,0
650,2.0,4,6.0,3.0,0.0,0,0,0,1
651,2.0,4,6.0,2.0,0.0,0,0,0,1
652,2.0,4,6.0,1.0,3.0,0,0,0,1
653,2.0,4,6.0,1.0,9.0,0,0,0,1
654,2.0,4,5.0,1.0,3.0,0,0,0,1
655,2.0,4,5.0,1.0,9.0,0,0,0,1
656,3.0,6,5.0,4.0,3.0,0,0,0,1
657,3.0,6,5.0,4.0,3.0,0,0,0,1
658,2.0,4,5.0,1.0,2.0,0,0,0,1
659,2.0,4,5.0,1.0,2.0,0,0,0,1
660,3.0,6,5.0,4.0,2.0,0,0,0,1
661,3.0,6,5.0,4.0,4.0,0,0,0,1
662,3.0,6,5.0,4.0,3.0,0,0,0,1
663,3.0,6,5.0,4.0,3.0,0,0,0,1
664,2.0,4,5.0,1.0,9.0,0,0,0,1
665,2.0,4,4.0,1.0,9.0,0,0,0,1
666,2.0,4,4.0,1.0,10.0,0,0,0,1
667,3.0,6,4.0,4.0,6.0,0,0,0,1
668,3.0,6,4.0,4.0,6.0,0,0,0,1
669,3.0,6,4.0,4.0,7.0,0,0,0,1
670,3.0,6,4.0,4.0,7.0,0,0,0,1
671,3.0,6,4.0,4.0,2.0,0,0,0,1
672,2.0,4,5.0,4.0,3.0,0,0,0,1
673,2.0,4,5.0,4.0,3.0,0,0,0,1
674,2.0,4,6.0,1.0,2.0,0,0,0,1
675,3.0,6,5.0,4.0,2.0,0,0,0,1
676,2.0,4,5.0,4.0,4.0,0,0,0,1
677,3.0,6,5.0,4.0,4.0,0,0,0,1
678,3.0,6,5.0,4.0,3.0,0,0,0,1
679,3.0,6,5.0,4.0,3.0,0,0,0,1
680,3.0,6,5.0,4.0,10.0,0,0,0,1
681,2.0,4,5.0,1.0,6.0,0,0,0,1
682,2.0,4,5.0,1.0,6.0,0,0,0,1
683,2.0,4,5.0,4.0,6.0,0,0,0,1
684,2.0,4,5.0,4.0,6.0,0,0,0,1
685,2.0,4,5.0,4.0,7.0,0,0,0,1
686,3.0,6,5.0,4.0,7.0,0,0,0,1
687,3.0,6,5.0,4.0,7.0,0,0,0,1
688,3.0,6,4.0,4.0,7.0,0,0,0,1
689,4.0,8,3.0,4.0,5.0,0,0,0,1
690,2.0,4,4.0,4.0,12.0,0,0,0,1
691,2.0,4,4.0,4.0,12.0,0,0,0,1
692,2.0,4,4.0,4.0,12.0,0,0,0,1
693,3.0,6,5.0,4.0,5.0,0,0,0,1
694,4.0,8,4.0,4.0,5.0,0,0,0,1
695,1.5,3,7.0,1.0,3.0,0,0,0,1
696,1.5,3,7.0,2.0,3.0,0,0,0,1
697,1.5,3,7.0,1.0,3.0,0,0,0,1
698,1.5,3,7.0,2.0,3.0,0,0,0,1
699,1.5,3,7.0,1.0,1.0,0,0,0,1
700,1.5,3,7.0,2.0,1.0,0,0,0,1
701,1.5,3,5.0,3.0,4.0,0,0,0,1
702,2.0,4,7.0,1.0,3.0,0,0,0,1
703,2.0,4,5.0,2.0,3.0,0,0,0,1
704,2.0,4,7.0,1.0,3.0,0,0,0,1
705,2.0,4,5.0,2.0,3.0,0,0,0,1
706,2.0,4,6.0,3.0,4.0,0,0,0,1
707,2.0,4,6.0,1.0,1.0,0,0,0,1
708,2.0,4,6.0,2.0,1.0,0,0,0,1
709,2.0,4,5.0,3.0,4.0,0,0,0,1
710,2.0,4,6.0,3.0,3.0,0,0,0,1
711,2.0,4,5.0,2.0,3.0,0,0,0,1
712,2.0,4,5.0,3.0,4.0,0,0,0,1
713,2.0,4,6.0,3.0,1.0,0,0,0,1
714,2.0,4,5.0,3.0,4.0,0,0,0,1
715,1.5,4,5.0,0.0,6.0,0,0,1,0
716,1.2,3,8.0,0.0,2.0,0,0,1,0
717,1.2,3,8.0,2.0,2.0,0,0,1,0
718,2.5,4,6.0,0.0,6.0,0,0,1,0
719,2.0,4,6.0,0.0,6.0,0,0,1,0
720,2.0,4,5.0,0.0,6.0,0,0,1,0
721,2.4,4,5.0,0.0,6.0,0,0,1,0
722,2.5,4,6.0,0.0,4.0,0,0,1,0
723,2.5,4,6.0,0.0,4.0,0,0,1,0
724,5.6,8,2.0,3.0,7.0,0,0,0,1
725,3.8,6,4.0,3.0,13.0,0,0,1,0
726,3.8,6,4.0,3.0,13.0,0,0,1,0
727,1.6,4,7.0,0.0,4.0,0,0,1,0
728,3.5,6,5.0,0.0,4.0,0,0,0,1
729,3.5,6,5.0,0.0,10.0,0,0,1,0
730,3.5,6,5.0,3.0,6.0,0,0,1,0
731,2.0,4,6.0,0.0,9.0,0,0,1,0
732,2.0,4,5.0,2.0,9.0,0,0,1,0
733,2.0,4,6.0,0.0,9.0,0,0,1,0
734,1.5,3,7.0,0.0,6.0,0,0,1,0
735,2.5,4,6.0,0.0,6.0,0,0,1,0
736,1.5,3,7.0,0.0,6.0,0,0,1,0
737,1.5,3,6.0,0.0,6.0,0,0,1,0
738,2.5,4,6.0,0.0,6.0,0,0,1,0
739,2.0,4,7.0,0.0,4.0,0,0,1,0
740,2.0,4,7.0,0.0,4.0,0,0,1,0
741,2.0,4,6.0,2.0,4.0,0,0,1,0
742,2.0,4,6.0,2.0,4.0,0,0,1,0
743,1.6,4,7.0,0.0,2.0,0,0,1,0
744,1.6,4,7.0,2.0,2.0,0,0,1,0
745,2.0,4,5.0,1.0,0.0,0,0,0,1
746,2.0,4,5.0,2.0,0.0,0,0,0,1
747,2.0,4,5.0,1.0,0.0,0,0,0,1
748,2.0,4,5.0,2.0,0.0,0,0,0,1
749,2.5,4,5.0,1.0,0.0,0,0,0,1
750,2.5,4,4.0,2.0,0.0,0,0,0,1
751,4.0,6,4.0,1.0,0.0,0,0,0,1
752,4.0,6,4.0,2.0,0.0,0,0,0,1
753,2.0,4,5.0,1.0,0.0,0,0,0,1
754,2.0,4,5.0,2.0,0.0,0,0,0,1
755,2.0,4,5.0,1.0,0.0,0,0,0,1
756,2.0,4,5.0,2.0,0.0,0,0,0,1
757,2.5,4,5.0,1.0,0.0,0,0,0,1
758,2.5,4,4.0,2.0,0.0,0,0,0,1
759,4.0,6,4.0,1.0,0.0,0,0,0,1
760,4.0,6,4.0,2.0,0.0,0,0,0,1
761,4.0,6,4.0,1.0,0.0,0,0,0,1
762,4.0,6,4.0,2.0,0.0,0,0,0,1
763,4.0,6,4.0,1.0,0.0,0,0,0,1
764,4.0,6,4.0,2.0,0.0,0,0,0,1
765,3.0,6,4.0,1.0,1.0,0,0,0,1
766,3.0,6,4.0,1.0,1.0,0,0,0,1
767,3.0,6,4.0,1.0,1.0,0,0,0,1
768,3.0,6,4.0,1.0,1.0,0,0,0,1
769,3.0,6,4.0,1.0,1.0,0,0,0,1
770,3.0,6,4.0,2.0,1.0,0,0,0,1
771,3.0,6,4.0,1.0,1.0,0,0,0,1
772,3.0,6,4.0,2.0,1.0,0,0,0,1
773,3.0,6,4.0,1.0,1.0,0,0,0,1
774,3.0,6,4.0,2.0,1.0,0,0,0,1
775,3.0,6,4.0,1.0,1.0,0,0,0,1
776,3.0,6,4.0,2.0,1.0,0,0,0,1
777,3.0,6,4.0,1.0,1.0,0,0,0,1
778,3.0,6,4.0,2.0,1.0,0,0,0,1
779,3.0,6,4.0,1.0,1.0,0,0,0,1
780,3.0,6,4.0,2.0,1.0,0,0,0,1
781,3.0,6,4.0,1.0,1.0,0,0,0,1
782,3.0,6,4.0,2.0,1.0,0,0,0,1
783,3.0,6,4.0,1.0,1.0,0,0,0,1
784,3.0,6,4.0,2.0,1.0,0,0,0,1
785,4.0,6,3.0,1.0,1.0,0,0,0,1
786,4.0,6,3.0,2.0,1.0,0,0,0,1
787,4.0,6,3.0,1.0,1.0,0,0,0,1
788,4.0,6,3.0,2.0,1.0,0,0,0,1
789,3.0,6,4.0,1.0,1.0,0,0,0,1
790,3.0,6,4.0,1.0,1.0,0,0,0,1
791,3.0,6,4.0,2.0,1.0,0,0,0,1
792,3.0,6,4.0,1.0,1.0,0,0,0,1
793,3.0,6,4.0,2.0,1.0,0,0,0,1
794,3.7,6,3.0,1.0,1.0,0,0,0,1
795,3.7,6,3.0,1.0,1.0,0,0,0,1
796,3.7,6,3.0,1.0,1.0,0,0,0,1
797,3.7,6,3.0,1.0,1.0,0,0,0,1
798,3.0,6,4.0,3.0,7.0,0,0,0,1
799,3.0,6,4.0,3.0,7.0,0,0,0,1
800,2.9,6,4.0,3.0,7.0,0,0,0,1
801,2.9,6,3.0,3.0,7.0,0,0,0,1
802,4.0,8,3.0,3.0,7.0,0,0,0,1
803,4.0,8,3.0,3.0,7.0,0,0,0,1
804,4.0,8,3.0,3.0,7.0,0,0,0,1
805,4.0,8,3.0,3.0,7.0,0,0,0,1
806,4.0,8,3.0,3.0,7.0,0,0,0,1
807,2.0,4,4.0,1.0,6.0,0,0,0,1
808,2.9,6,4.0,1.0,6.0,0,0,0,1
809,2.9,6,4.0,1.0,6.0,0,0,0,1
810,2.9,6,4.0,1.0,5.0,0,0,0,1
811,2.9,6,4.0,1.0,5.0,0,0,0,1
812,2.9,6,4.0,1.0,5.0,0,0,0,1
813,2.9,6,4.0,1.0,5.0,0,0,0,1
814,2.9,6,4.0,1.0,5.0,0,0,0,1
815,2.9,6,4.0,1.0,5.0,0,0,0,1
816,2.9,6,4.0,1.0,5.0,0,0,0,1
817,4.0,8,3.0,1.0,5.0,0,0,0,1
818,4.0,8,3.0,1.0,5.0,0,0,0,1
819,4.0,8,3.0,1.0,5.0,0,0,0,1
820,4.0,8,3.0,1.0,5.0,0,0,0,1
821,4.0,8,3.0,1.0,5.0,0,0,0,1
822,3.0,6,5.0,4.0,13.0,1,0,0,0
823,3.0,6,5.0,4.0,13.0,1,0,0,0
824,3.6,6,5.0,4.0,13.0,0,0,1,0
825,3.6,6,5.0,4.0,13.0,0,0,1,0
826,5.7,8,3.0,4.0,13.0,0,0,1,0
827,5.7,8,4.0,4.0,13.0,0,0,1,0
828,3.0,6,4.0,4.0,13.0,1,0,0,0
829,3.6,6,4.0,4.0,13.0,0,0,1,0
830,5.7,8,3.0,4.0,13.0,0,0,1,0
831,5.7,8,4.0,4.0,13.0,0,0,1,0
832,6.2,8,1.0,4.0,13.0,0,0,0,1
833,3.6,6,4.0,4.0,13.0,0,0,1,0
834,5.7,8,3.0,4.0,13.0,0,0,1,0
835,3.6,6,4.0,4.0,13.0,0,0,1,0
836,5.7,8,3.0,4.0,13.0,0,0,1,0
837,2.4,4,5.0,4.0,12.0,0,0,1,0
838,6.7,12,2.0,3.0,10.0,0,0,0,1
839,6.7,12,2.0,3.0,10.0,0,0,0,1
840,6.7,12,2.0,3.0,5.0,0,0,0,1
841,6.7,12,2.0,3.0,5.0,0,0,0,1
842,6.7,12,2.0,3.0,5.0,0,0,0,1
843,6.7,12,2.0,3.0,5.0,0,0,0,1
844,6.7,12,2.0,3.0,5.0,0,0,0,1
845,2.4,4,5.0,0.0,7.0,0,0,1,0
846,2.4,4,5.0,3.0,1.0,0,0,0,1
847,2.4,4,5.0,2.0,1.0,0,0,0,1
848,2.0,4,6.0,0.0,6.0,0,0,1,0
849,2.0,4,5.0,2.0,6.0,0,0,1,0
850,2.5,4,6.0,0.0,6.0,0,0,1,0
851,2.5,4,6.0,0.0,6.0,0,0,1,0
852,2.5,4,5.0,0.0,6.0,0,0,1,0
853,2.0,4,7.0,0.0,4.0,0,0,1,0
854,2.0,4,5.0,2.0,4.0,0,0,1,0
855,2.0,4,7.0,0.0,9.0,0,0,1,0
856,2.0,4,5.0,2.0,9.0,0,0,1,0
857,2.4,4,6.0,0.0,5.0,0,0,1,0
858,2.5,4,6.0,0.0,5.0,0,0,1,0
859,2.4,4,5.0,0.0,6.0,0,0,1,0
860,2.5,4,6.0,0.0,6.0,0,0,1,0
861,2.4,4,5.0,0.0,6.0,0,0,1,0
862,2.4,4,4.0,0.0,4.0,0,0,0,1
863,2.4,4,5.0,2.0,4.0,0,0,0,1
864,4.0,6,3.0,3.0,7.0,0,0,1,0
865,4.0,6,3.0,3.0,7.0,0,0,1,0
866,2.0,4,6.0,3.0,2.0,0,0,1,0
867,2.5,4,7.0,3.0,4.0,0,0,1,0
868,2.5,4,7.0,3.0,4.0,0,0,1,0
869,3.5,6,5.0,3.0,4.0,0,0,1,0
870,3.5,6,5.0,3.0,4.0,0,0,1,0
871,2.5,4,6.0,3.0,4.0,0,0,1,0
872,2.5,4,6.0,3.0,4.0,0,0,1,0
873,2.5,4,9.0,0.0,4.0,0,0,1,0
874,2.5,4,9.0,0.0,4.0,0,0,1,0
875,1.8,4,7.0,0.0,2.0,0,0,1,0
876,1.8,4,7.0,0.0,2.0,0,0,1,0
877,1.8,4,7.0,2.0,2.0,0,0,1,0
878,2.0,4,7.0,0.0,2.0,0,0,1,0
879,2.0,4,7.0,0.0,2.0,0,0,1,0
880,2.0,4,7.0,2.0,2.0,0,0,1,0
881,2.0,4,7.0,0.0,2.0,0,0,1,0
882,2.0,4,7.0,0.0,2.0,0,0,1,0
883,2.0,4,7.0,2.0,2.0,0,0,1,0
884,1.8,4,9.0,0.0,2.0,0,0,1,0
885,2.0,4,7.0,0.0,6.0,0,0,1,0
886,2.0,4,6.0,0.0,6.0,0,0,1,0
887,2.4,4,5.0,3.0,1.0,0,0,0,1
888,2.4,4,5.0,2.0,1.0,0,0,0,1
889,2.0,4,6.0,3.0,0.0,0,0,0,1
890,3.0,6,5.0,3.0,0.0,0,0,0,1
891,3.5,6,5.0,3.0,6.0,0,0,1,0
892,2.5,4,7.0,0.0,7.0,0,0,1,0
893,2.5,4,7.0,0.0,7.0,0,0,1,0
894,1.8,4,9.0,0.0,4.0,0,0,1,0
895,1.8,4,9.0,0.0,4.0,0,0,1,0
896,2.5,4,6.0,3.0,6.0,0,0,1,0
897,2.5,4,7.0,3.0,6.0,0,0,1,0
898,2.5,4,6.0,3.0,6.0,0,0,1,0
899,2.5,4,6.0,3.0,6.0,0,0,1,0
900,2.5,4,6.0,3.0,6.0,0,0,1,0
901,2.5,4,6.0,3.0,6.0,0,0,1,0
902,2.5,4,8.0,0.0,6.0,0,0,1,0
903,5.7,8,2.0,3.0,7.0,0,0,1,0
904,2.5,4,7.0,0.0,8.0,0,0,1,0
905,2.5,4,7.0,0.0,8.0,0,0,1,0
906,3.5,6,4.0,3.0,11.0,0,0,1,0
907,3.5,6,3.0,2.0,11.0,0,0,1,0
908,3.5,6,3.0,2.0,11.0,0,0,1,0
909,3.4,6,4.0,3.0,13.0,0,0,1,0
910,3.4,6,4.0,3.0,13.0,0,0,1,0
911,3.4,6,4.0,3.0,13.0,0,0,1,0
912,3.4,6,4.0,3.0,13.0,0,0,1,0
913,3.4,6,4.0,3.0,13.0,0,0,1,0
914,2.5,4,8.0,0.0,6.0,0,0,1,0
915,2.0,4,5.0,3.0,6.0,0,0,1,0
916,3.6,6,4.0,3.0,6.0,0,0,1,0
917,2.0,4,5.0,3.0,6.0,0,0,1,0
918,3.6,6,4.0,3.0,6.0,0,0,1,0
919,2.0,4,6.0,1.0,4.0,0,0,1,0
920,2.0,4,6.0,2.0,4.0,0,0,1,0
921,2.0,4,5.0,1.0,4.0,0,0,0,1
922,2.0,4,5.0,2.0,4.0,0,0,0,1
923,1.5,4,7.0,3.0,2.0,0,0,1,0
924,1.5,4,7.0,3.0,2.0,0,0,1,0
925,1.5,4,7.0,2.0,2.0,0,0,1,0
926,2.0,4,6.0,1.0,2.0,0,0,1,0
927,2.0,4,6.0,2.0,2.0,0,0,1,0
928,2.0,4,6.0,3.0,4.0,0,0,1,0
929,1.5,4,7.0,4.0,6.0,0,0,1,0
930,1.5,4,6.0,4.0,6.0,0,0,1,0
931,2.0,4,5.0,3.0,6.0,0,0,1,0
932,2.0,4,5.0,3.0,6.0,0,0,1,0
933,2.0,4,6.0,3.0,2.0,0,0,0,1
934,2.0,4,6.0,3.0,2.0,0,0,0,1
935,2.0,4,5.0,3.0,4.0,0,0,0,1
936,2.0,4,5.0,3.0,9.0,0,0,0,1
937,2.0,4,5.0,3.0,9.0,0,0,0,1
938,2.0,4,5.0,3.0,10.0,0,0,0,1
939,2.0,4,5.0,3.0,6.0,0,0,1,0
940,2.0,4,5.0,3.0,6.0,0,0,0,1
941,2.0,4,5.0,3.0,6.0,0,0,0,1
942,2.0,4,5.0,3.0,6.0,0,0,0,1
943,2.0,4,5.0,3.0,7.0,0,0,0,1
944,2.0,4,5.0,3.0,7.0,0,0,0,1
