timestamp,src_ip,dst_ip,protocol,length,flags
2026-02-26T10:35:48,203.0.113.5,10.0.0.5,TCP,60,ACK
2026-02-26T10:36:13,192.168.1.48,10.0.0.10,TCP,120,ACK
2026-02-26T10:36:15,192.168.1.45,10.0.0.10,UDP,120,
2026-02-26T10:36:06,192.168.1.99,10.0.0.10,TCP,220,ACK
2026-02-26T10:35:54,192.168.1.51,10.0.0.10,UDP,60,
2026-02-26T10:36:10,192.168.1.31,10.0.0.8,TCP,60,ACK
2026-02-26T10:36:48.631000,198.51.100.25,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:51,203.0.113.14,10.0.0.5,TCP,60,ACK
2026-02-26T10:36:48.258000,198.51.100.46,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:49,203.0.113.35,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:47.639000,198.51.100.1,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:12,192.168.1.75,10.0.0.10,TCP,60,ACK
2026-02-26T10:35:49,203.0.113.33,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:48.435000,198.51.100.53,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:47.886000,198.51.100.79,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:47.202000,198.51.100.54,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:08,192.168.1.26,10.0.0.9,TCP,120,ACK
2026-02-26T10:36:49.555000,198.51.100.58,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:51,203.0.113.10,10.0.0.5,TCP,60,ACK
2026-02-26T10:35:49,192.168.1.76,10.0.0.9,TCP,120,ACK
2026-02-26T10:35:47,203.0.113.12,10.0.0.5,TCP,60,ACK
2026-02-26T10:35:48,203.0.113.17,10.0.0.5,TCP,60,ACK
2026-02-26T10:36:23,192.168.1.76,10.0.0.10,TCP,120,ACK
2026-02-26T10:35:49,203.0.113.23,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:24,192.168.1.33,10.0.0.9,TCP,220,ACK
2026-02-26T10:36:08,192.168.1.59,10.0.0.8,TCP,60,ACK
2026-02-26T10:36:47.909000,198.51.100.64,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:49.122000,198.51.100.53,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:01,192.168.1.71,10.0.0.9,UDP,120,
2026-02-26T10:36:47.229000,198.51.100.61,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:48,203.0.113.29,10.0.0.5,TCP,60,ACK
2026-02-26T10:35:48,203.0.113.38,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:03,192.168.1.87,10.0.0.8,TCP,220,ACK
2026-02-26T10:36:12,192.168.1.13,10.0.0.10,UDP,60,
2026-02-26T10:35:48,192.168.1.75,10.0.0.8,UDP,220,
2026-02-26T10:36:47.892000,198.51.100.54,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:09,192.168.1.98,10.0.0.9,TCP,60,ACK
2026-02-26T10:36:25,192.168.1.44,10.0.0.9,TCP,220,ACK
2026-02-26T10:36:12,192.168.1.84,10.0.0.8,TCP,220,ACK
2026-02-26T10:35:50,203.0.113.16,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:22,192.168.1.78,10.0.0.10,TCP,60,ACK
2026-02-26T10:36:25,192.168.1.37,10.0.0.10,TCP,120,ACK
2026-02-26T10:36:13,192.168.1.97,10.0.0.10,UDP,220,
2026-02-26T10:35:59,192.168.1.88,10.0.0.9,UDP,220,
2026-02-26T10:36:01,192.168.1.78,10.0.0.9,TCP,220,ACK
2026-02-26T10:35:51,203.0.113.37,10.0.0.5,TCP,60,SYN
