timestamp,src_ip,dst_ip,protocol,length,flags
2026-02-26T10:35:19,192.168.1.41,10.0.0.8,UDP,220,
2026-02-26T10:35:33,192.168.1.32,10.0.0.8,UDP,220,
2026-02-26T10:35:44,192.168.1.45,10.0.0.8,TCP,120,ACK
2026-02-26T10:35:13,203.0.113.29,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:19,192.168.1.69,10.0.0.9,UDP,120,
2026-02-26T10:36:11.333000,198.51.100.77,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:20,192.168.1.92,10.0.0.10,UDP,220,
2026-02-26T10:35:16,203.0.113.33,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:14,192.168.1.56,10.0.0.10,UDP,60,
2026-02-26T10:35:12,203.0.113.25,10.0.0.5,TCP,60,ACK
2026-02-26T10:35:40,192.168.1.41,10.0.0.9,TCP,220,ACK
2026-02-26T10:35:11,192.168.1.15,10.0.0.10,TCP,60,ACK
2026-02-26T10:36:12.622000,198.51.100.4,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:29,192.168.1.29,10.0.0.10,UDP,120,
2026-02-26T10:35:16,203.0.113.18,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:28,192.168.1.28,10.0.0.10,UDP,120,
2026-02-26T10:35:36,192.168.1.89,10.0.0.8,TCP,120,ACK
2026-02-26T10:35:19,192.168.1.47,10.0.0.9,UDP,120,
2026-02-26T10:36:13.710000,198.51.100.64,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:12.254000,198.51.100.56,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:36,192.168.1.65,10.0.0.8,TCP,220,ACK
2026-02-26T10:36:13.662000,198.51.100.9,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:15,203.0.113.26,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:12,203.0.113.39,10.0.0.5,TCP,60,ACK
2026-02-26T10:35:14,203.0.113.12,10.0.0.5,TCP,60,ACK
2026-02-26T10:35:34,192.168.1.83,10.0.0.8,UDP,60,
2026-02-26T10:35:30,192.168.1.33,10.0.0.9,TCP,60,ACK
2026-02-26T10:35:12,203.0.113.22,10.0.0.5,TCP,60,ACK
2026-02-26T10:35:11,203.0.113.3,10.0.0.5,TCP,60,ACK
2026-02-26T10:35:25,192.168.1.19,10.0.0.10,TCP,120,ACK
2026-02-26T10:35:35,192.168.1.19,10.0.0.10,UDP,60,
2026-02-26T10:36:13.768000,198.51.100.49,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:36,192.168.1.75,10.0.0.10,TCP,60,ACK
2026-02-26T10:35:22,192.168.1.65,10.0.0.10,TCP,60,ACK
2026-02-26T10:35:23,192.168.1.75,10.0.0.9,TCP,60,ACK
2026-02-26T10:35:25,192.168.1.57,10.0.0.9,UDP,220,
2026-02-26T10:36:11.579000,198.51.100.66,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:15,192.168.1.63,10.0.0.10,UDP,120,
2026-02-26T10:36:13.106000,198.51.100.3,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:49,192.168.1.94,10.0.0.8,UDP,120,
2026-02-26T10:35:30,192.168.1.72,10.0.0.10,UDP,220,
2026-02-26T10:36:11.509000,198.51.100.22,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:17,192.168.1.27,10.0.0.10,TCP,220,ACK
2026-02-26T10:35:20,192.168.1.23,10.0.0.8,UDP,120,
2026-02-26T10:35:37,192.168.1.64,10.0.0.8,UDP,120,
2026-02-26T10:35:13,192.168.1.37,10.0.0.9,UDP,120,
2026-02-26T10:36:12.463000,198.51.100.69,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:27,192.168.1.66,10.0.0.8,TCP,60,ACK
2026-02-26T10:35:48,192.168.1.45,10.0.0.8,UDP,60,
2026-02-26T10:35:22,192.168.1.86,10.0.0.9,TCP,220,ACK
2026-02-26T10:35:36,192.168.1.28,10.0.0.9,TCP,220,ACK
2026-02-26T10:35:45,192.168.1.14,10.0.0.9,TCP,220,ACK
2026-02-26T10:35:31,192.168.1.16,10.0.0.10,UDP,220,
2026-02-26T10:35:13,192.168.1.37,10.0.0.9,UDP,120,
2026-02-26T10:35:15,192.168.1.91,10.0.0.10,UDP,120,
2026-02-26T10:35:33,192.168.1.83,10.0.0.8,UDP,60,
2026-02-26T10:35:35,192.168.1.90,10.0.0.10,TCP,220,ACK
2026-02-26T10:35:50,192.168.1.16,10.0.0.8,TCP,220,ACK
2026-02-26T10:35:42,192.168.1.67,10.0.0.8,UDP,60,
2026-02-26T10:36:13.356000,198.51.100.69,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:41,192.168.1.71,10.0.0.9,UDP,220,
2026-02-26T10:35:13,192.168.1.53,10.0.0.9,UDP,60,
2026-02-26T10:36:11.138000,198.51.100.54,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:15,192.168.1.88,10.0.0.10,UDP,120,
2026-02-26T10:36:12.331000,198.51.100.53,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:12.344000,198.51.100.68,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:35,192.168.1.56,10.0.0.10,UDP,120,
2026-02-26T10:35:36,192.168.1.93,10.0.0.10,TCP,120,ACK
2026-02-26T10:36:13.507000,198.51.100.43,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:13.926000,198.51.100.65,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:15,203.0.113.13,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:15,203.0.113.23,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:11,192.168.1.21,10.0.0.9,TCP,220,ACK
2026-02-26T10:35:14,203.0.113.39,10.0.0.5,TCP,60,ACK
2026-02-26T10:36:11.729000,198.51.100.69,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:19,192.168.1.16,10.0.0.9,UDP,60,
2026-02-26T10:35:11,203.0.113.29,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:46,192.168.1.63,10.0.0.9,UDP,120,
2026-02-26T10:35:16,203.0.113.33,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:13.529000,198.51.100.56,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:13,203.0.113.22,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:46,192.168.1.53,10.0.0.8,UDP,120,
2026-02-26T10:36:11.472000,198.51.100.7,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:37,192.168.1.76,10.0.0.10,UDP,220,
2026-02-26T10:35:41,192.168.1.71,10.0.0.9,UDP,60,
2026-02-26T10:35:41,192.168.1.35,10.0.0.9,UDP,60,
2026-02-26T10:35:26,192.168.1.56,10.0.0.8,UDP,60,
