timestamp,src_ip,dst_ip,protocol,length,flags
2026-02-26T10:36:23,192.168.1.83,10.0.0.10,TCP,220,ACK
2026-02-26T10:36:16,192.168.1.69,10.0.0.8,UDP,60,
2026-02-26T10:35:58,203.0.113.6,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:27,192.168.1.29,10.0.0.8,TCP,120,ACK
2026-02-26T10:36:26,192.168.1.76,10.0.0.8,TCP,220,ACK
2026-02-26T10:36:18,192.168.1.16,10.0.0.9,UDP,120,
2026-02-26T10:36:02,203.0.113.35,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:11,192.168.1.96,10.0.0.9,UDP,220,
2026-02-26T10:36:33,192.168.1.11,10.0.0.9,UDP,220,
2026-02-26T10:36:57.011000,198.51.100.55,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:59.274000,198.51.100.46,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:58.879000,198.51.100.22,10.0.0.5,TCP,60,SYN
2026-02-26T10:35:57,203.0.113.11,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:35,192.168.1.23,10.0.0.9,TCP,220,ACK
2026-02-26T10:36:18,192.168.1.23,10.0.0.10,TCP,220,ACK
2026-02-26T10:36:31,192.168.1.38,10.0.0.10,UDP,60,
2026-02-26T10:36:36,192.168.1.84,10.0.0.9,UDP,220,
2026-02-26T10:36:58.019000,198.51.100.72,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:01,192.168.1.24,10.0.0.9,UDP,60,
2026-02-26T10:36:19,192.168.1.95,10.0.0.10,UDP,60,
2026-02-26T10:35:59,203.0.113.37,10.0.0.5,TCP,60,SYN
2026-02-26T10:36:24,192.168.1.18,10.0.0.10,TCP,220,ACK
2026-02-26T10:36:25,192.168.1.25,10.0.0.9,UDP,220,
2026-02-26T10:36:07,192.168.1.19,10.0.0.10,UDP,60,
2026-02-26T10:36:06,192.168.1.43,10.0.0.10,UDP,60,
