timestamp,src_ip,dst_ip,protocol,length,flags
2026-02-26T10:43:06.053000,10.10.10.91,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.178000,10.10.10.31,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.121000,10.10.10.188,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.140000,10.10.10.134,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.055000,10.10.10.129,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.039000,10.10.10.34,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.144000,10.10.10.84,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.178000,10.10.10.85,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.181000,10.10.10.168,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.167000,10.10.10.178,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.047000,10.10.10.184,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.080000,10.10.10.117,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.035000,10.10.10.20,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.178000,10.10.10.85,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.027000,10.10.10.60,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.044000,10.10.10.185,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.089000,10.10.10.61,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.083000,10.10.10.107,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.144000,10.10.10.47,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.174000,10.10.10.97,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.175000,10.10.10.176,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.051000,10.10.10.144,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.097000,10.10.10.43,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.191000,10.10.10.62,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.121000,10.10.10.62,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.197000,10.10.10.79,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.174000,10.10.10.158,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.052000,10.10.10.197,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.048000,10.10.10.36,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.003000,10.10.10.81,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.017000,10.10.10.10,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.036000,10.10.10.91,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.193000,10.10.10.111,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.145000,10.10.10.170,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.078000,10.10.10.140,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.020000,10.10.10.111,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.134000,10.10.10.111,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.139000,10.10.10.29,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.075000,10.10.10.121,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.105000,10.10.10.136,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.110000,10.10.10.87,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.123000,10.10.10.120,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.197000,10.10.10.154,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.024000,10.10.10.44,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.177000,10.10.10.172,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.173000,10.10.10.151,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.176000,10.10.10.141,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.180000,10.10.10.186,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.063000,10.10.10.16,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.035000,10.10.10.169,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.083000,10.10.10.11,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.024000,10.10.10.85,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.105000,10.10.10.59,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.061000,10.10.10.58,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.183000,10.10.10.90,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.125000,10.10.10.133,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.069000,10.10.10.155,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.061000,10.10.10.27,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.199000,10.10.10.49,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.159000,10.10.10.85,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.080000,10.10.10.122,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.154000,10.10.10.37,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.096000,10.10.10.97,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.061000,10.10.10.185,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.058000,10.10.10.34,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.116000,10.10.10.29,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.156000,10.10.10.137,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.192000,10.10.10.36,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.197000,10.10.10.27,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.066000,10.10.10.126,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.013000,10.10.10.132,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.037000,10.10.10.164,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.133000,10.10.10.178,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.164000,10.10.10.122,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.197000,10.10.10.121,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.072000,10.10.10.120,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.187000,10.10.10.166,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.065000,10.10.10.47,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.076000,10.10.10.139,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.140000,10.10.10.40,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.040000,10.10.10.191,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.199000,10.10.10.101,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.186000,10.10.10.20,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.117000,10.10.10.122,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.193000,10.10.10.60,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.063000,10.10.10.155,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.008000,10.10.10.45,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.192000,10.10.10.131,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.153000,10.10.10.188,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.071000,10.10.10.171,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.107000,10.10.10.123,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.081000,10.10.10.81,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.125000,10.10.10.148,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.065000,10.10.10.156,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.072000,10.10.10.116,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.173000,10.10.10.139,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.049000,10.10.10.182,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.002000,10.10.10.152,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.011000,10.10.10.9,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.013000,10.10.10.110,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.117000,10.10.10.76,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.189000,10.10.10.195,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.067000,10.10.10.41,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.056000,10.10.10.5,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.178000,10.10.10.175,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.143000,10.10.10.174,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.177000,10.10.10.176,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.169000,10.10.10.21,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.113000,10.10.10.91,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.171000,10.10.10.97,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.131000,10.10.10.129,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.013000,10.10.10.119,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.183000,10.10.10.46,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.062000,10.10.10.102,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.082000,10.10.10.89,10.0.0.5,TCP,60,SYN
2026-02-26T10:43:06.147000,10.10.10.160,10.0.0.5,TCP,60,SYN
