timestamp,src_ip,dst_ip,protocol,length,flags
2026-02-26T10:42:14.018000,198.51.100.82,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.754000,198.51.100.4,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.884000,198.51.100.7,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.964000,198.51.100.31,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.450000,198.51.100.88,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.438000,198.51.100.75,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.954000,198.51.100.96,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.180000,198.51.100.99,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.624000,198.51.100.6,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.156000,198.51.100.76,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.418000,198.51.100.97,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.620000,198.51.100.16,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.706000,198.51.100.6,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.758000,198.51.100.44,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.554000,198.51.100.88,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.296000,198.51.100.88,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.068000,198.51.100.61,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.034000,198.51.100.51,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.910000,198.51.100.50,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.172000,198.51.100.4,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.948000,198.51.100.85,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.968000,198.51.100.9,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.064000,198.51.100.62,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.862000,198.51.100.85,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.362000,198.51.100.42,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.988000,198.51.100.42,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:13.268000,198.51.100.17,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.590000,198.51.100.29,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.364000,198.51.100.20,10.0.0.5,TCP,60,SYN
2026-02-26T10:42:14.822000,198.51.100.1,10.0.0.5,TCP,60,SYN
